no_municipio,nome_escola_siope,esc,nome_dependencia_administrativa,nome_escola_secretaria,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero
guarulhos,EPG - EPG PAULO AUTRAN,epg - epg paulo autran,,,,,,,,,,
guarulhos,EPG - EPG JOSE CARLOS DA SILVA PROFESSOR,epg - epg jose carlos da silva professor,,,,,,,,,,
guarulhos,EPG - EPG JOAO GUIMARAES ROSA,epg - epg joao guimaraes rosa,,,,,,,,,,
guarulhos,EPG - EPG DARCY RIBEIRO,epg - epg darcy ribeiro,,,,,,,,,,
moji mirim,HELENA DOS SANTOS ALVES PROFA EMEB,helena dos santos alves profa emeb,,,,,,,,,,
moji mirim,MARIA NILSEN OLIVEIRA LEITE PROFA EMEB,maria nilsen oliveira leite profa emeb,,,,,,,,,,
general salgado,PRUDENCIO E MORAES PEM,prudencio e moraes pem,,,,,,,,,,
guarulhos,EPG - EPG PATRICIA GALVAO - PAGU,epg - epg patricia galvao - pagu,,,,,,,,,,
guarulhos,EPG - EPG JORGE AMADO,epg - epg jorge amado,,,,,,,,,,
guarulhos,EPG - EPG ZULMA CASTANHEIRA DE OLIVEIRA PROFESSORA,epg - epg zulma castanheira de oliveira professora,,,,,,,,,,
guarulhos,EPG - EPG GRACIRA MARCHESI TRAMA PROFESSORA,epg - epg gracira marchesi trama professora,,,,,,,,,,
guarulhos,EPG - EPG CORA CORALINA,epg - epg cora coralina,,,,,,,,,,
guarulhos,EPG - EPG GIOVANI ANGELINI,epg - epg giovani angelini,,,,,,,,,,
guarulhos,EPG - EPG PERACIO GRILLI PASTOR,epg - epg peracio grilli pastor,,,,,,,,,,
guarulhos,EPG - EPG ERICO VERISSIMO,epg - epg erico verissimo,,,,,,,,,,
guarulhos,EPG - EPG MANUEL BANDEIRA,epg - epg manuel bandeira,,,,,,,,,,
guarulhos,EPG - EPG ZELIA GATTAI,epg - epg zelia gattai,,,,,,,,,,
guarulhos,EPG - EPG TERESINHA MIAN ALVES PROFESSORA,epg - epg teresinha mian alves professora,,,,,,,,,,
guarulhos,EPG - EPG CERQUEIRA CESAR,epg - epg cerqueira cesar,,,,,,,,,,
guarulhos,EPG - EPG ANSELMO DUARTE,epg - epg anselmo duarte,,,,,,,,,,
guarulhos,EPG - EPG CASTRO ALVES,epg - epg castro alves,,,,,,,,,,
guarulhos,EPG - EPG CHIQUINHA GONZAGA,epg - epg chiquinha gonzaga,,,,,,,,,,
guarulhos,EPG - EPG MANOEL REZENDE DA SILVA,epg - epg manoel rezende da silva,,,,,,,,,,
guarulhos,EPG - EPG D ALMEIDA BARBOSA,epg - epg d almeida barbosa,,,,,,,,,,
guarulhos,EPG - EPG FRANCISCO ANTUNES FILHO,epg - epg francisco antunes filho,,,,,,,,,,
guarulhos,EPG - EPG BARBARA ANDRADE TENORIO DE LIMA,epg - epg barbara andrade tenorio de lima,,,,,,,,,,
guarulhos,EPG - EPG CAROLINA MARIA DE JESUS,epg - epg carolina maria de jesus,,,,,,,,,,
guarulhos,EPG - EPG JEANETE BEAUCHAMP PROFESSORA,epg - epg jeanete beauchamp professora,,,,,,,,,,
diadema,EMEB RACHEL DE QUEIROZ,emeb rachel de queiroz,,,,,,,,,,
praia grande,ESCOLA MUNICIPAL JOAO GONCALVES,escola municipal joao goncalves,,,,,,,,,,
presidente venceslau,ARTHUZINA DE OLIVEIRA D INCAO PROFA EMEF,arthuzina de oliveira d incao profa emef,,,,,,,,,,
casa branca,EMEB LAURO DE ARAUJO,emeb lauro de araujo,,,,,,,,,,
miguelopolis,ASS DE PAIS E AMI DOS EXC - APAE DE MIGUELOPOLIS,ass de pais e ami dos exc - apae de miguelopolis,,,,,,,,,,
sao paulo,EMEI PARADA DE TAIPAS,parada de taipas,MUNICIPAL,PARADA DE TAIPAS EMEI,246645,35246645,PARQUE TAIPAS,JARAGUA,2987020,RUA,JANUARIA MARIA DONA,12
sao paulo,EMEI GIANFEDERICO PORTA PROF,gianfederico porta prof,MUNICIPAL,GIANFEDERICO PORTA PROF EMEI,87294,35087294,JARDIM SOARES,GUAIANASES,8460180,RUA,TORRE DE SANTIAGO,323
sao paulo,CEU EMEI THERESINHA SQUINCA DA SILVA PROFA,theresinha squinca da silva profa,MUNICIPAL,THERESINHA SQUINCA DA SILVA PROFA CEU EMEI,57575,35057575,JARDIM HELENA,LAJEADO,8420092,AVENIDA,JOSE PINHEIRO BORGES,60
sao paulo,EMEI SYLVIA VARONI DE CASTRO PROFA,sylvia varoni de castro profa,MUNICIPAL,SYLVIA VARONI DE CASTRO PROFA EMEI,87269,35087269,ITAQUERA,ITAQUERA,8215460,RUA,ANTONIO GANDINI,857
sao paulo,CEU EMEF PAULO GONCALO DOS SANTOS PROF,paulo goncalo dos santos prof,,,,,,,,,,
sao paulo,EMEI ELIS REGINA,elis regina,MUNICIPAL,ELIS REGINA EMEI,92940,35092940,CIDADE SAO MATEUS,SAO MATEUS,3963100,RUA,ERNESTO MANOGRASSO,340
sao paulo,EMEI JOSE ALOYSIO RODRIGUES CORREA PROF,jose aloysio rodrigues correa prof,MUNICIPAL,JOSE ALOYSIO RODRIGUES CORREA PROF EMEI,94766,35094766,PARQUE SEVILHA,AGUA RASA,3157030,RUA,RUA MALAGA,391
sao paulo,EMEI CLARICE LISPECTOR,clarice lispector,MUNICIPAL,CLARICE LISPECTOR EMEI,92915,35092915,JARDIM GUARUJA,JARDIM SAO LUIS,5830220,RUA,MIGUEL MALUHY COMENDADOR,159
sao paulo,EMEF JOSUE DE CASTRO PROF,josue de castro prof,,,,,,,,,,
sao paulo,EMEF CHACARA TURISTICA,chacara turistica,MUNICIPAL,CHACARA TURISTICA EMEF,567048,35567048,JARAGUA,JARAGUA,5164015,RUA,CACHOEIRO DO ITAPEMIRM,87
sao paulo,EMEI CARLOS HUMBERTO VOLPON PROF,carlos humberto volpon prof,MUNICIPAL,CARLOS HUMBERTO VOLPON PROF EMEI,91364,35091364,CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORAIS,SAPOPEMBA,3977360,RUA,RUA LUIZ RODRIGUES FILHO,191
sao paulo,EMEF SHIRLEY GUIO PROFA,shirley guio profa,MUNICIPAL,SHIRLEY GUIO PROFA EMEF,54768,35054768,VILA MUNHOZ,VILA MEDEIROS,2083000,RUA,RUA CRISTOVAO LINS,611
sao paulo,EMEI MONTESE,montese,,,,,,,,,,
sao paulo,EMEI ROSA E CAROLINA AGAZZI,rosa e carolina agazzi,MUNICIPAL,ROSA E CAROLINA AGAZZI EMEI,52656,35052656,JARDIM PERI,CACHOEIRINHA,2649010,RUA,ARAUJO CASTRO DOUTOR,SN
sao paulo,EMEI CELSO FERREIRA DA SILVA PROF,celso ferreira da silva prof,,,,,,,,,,
sao paulo,EMEF NILO PECANHA PRES,nilo pecanha pres,,,,,,,,,,
sao paulo,EMEF JOAO GUALBERTO DO AMARAL CARVALHO,joao gualberto do amaral carvalho,,,,,,,,,,
sao paulo,EMEF ANALIA FRANCO BASTOS,analia franco bastos,MUNICIPAL,ANALIA FRANCO BASTOS EMEF,76132,35076132,CATUMBI,BELEM,3021020,AVENIDA,ARISTON AZEVEDO,20
sao paulo,EMEF HENRIQUE MELEGA PROF,henrique melega prof,MUNICIPAL,HENRIQUE MELEGA PROF EMEF,55451,35055451,VILA PRIMAVERA,SAPOPEMBA,3389050,RUA,RUA CHIQUINHA GONZAGA,349
sao paulo,EMEI ENZO SILVEIRA DR,enzo silveira dr,,,,,,,,,,
sao paulo,EMEF PEDRO GERALDO SCHUNCK,pedro geraldo schunck,MUNICIPAL,PEDRO GERALDO SCHUNCK EMEF,233985,35233985,JARDIM SILVEIRA,PARELHEIROS,4892100,RUA,ANTONIO BERNAL,40N
sao paulo,EMEI MANOEL DE ALVARENGA FREIRE JUNIOR PROF,manoel de alvarenga freire junior prof,,,,,,,,,,
sao paulo,EMEI SALOMAO JORGE DEP,salomao jorge dep,,,,,,,,,,
sao paulo,EMEI 25 DE JANEIRO,25 de janeiro,MUNICIPAL,25 DE JANEIRO EMEI,52085,35052085,JARDIM MARILIZA,FREGUESIA DO O,2965140,RUA,FELICIANO DOMINGUES PADRE,182
sao paulo,CEU EMEI ANTON MAKARENKO,anton makarenko,,,,,,,,,,
sao paulo,EMEF JOSE CARLOS NICOLETO - ZITO PROFESSOR,jose carlos nicoleto - zito professor,,,,,,,,,,
sao paulo,CEU EMEF CAMPOS SALLES PRES,campos salles pres,,,,,,,,,,
sao paulo,EMEF JOSE MARIO PIRES AZANHA PROF,jose mario pires azanha prof,,,,,,,,,,
sao paulo,EMEI DO LAR SIRIO,do lar sirio,,,,,,,,,,
pirassununga,VILA DOS SARGENTOS EMEIEF,vila dos sargentos emeief,,,,,,,,,,
catigua,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA LUCIA,escola municipal de educacao infantil professora maria lucia,,,,,,,,,,
pirassununga,ANNA MAHNIC DANIEL PROFA EMEIEF R,anna mahnic daniel profa emeief r,,,,,,,,,,
sao paulo,EMEF JAIRO DE ALMEIDA PROF,jairo de almeida prof,,,,,,,,,,
sao paulo,CEI DIRET JARDIM CAMPOS,jardim campos,MUNICIPAL,JARDIM CAMPOS CRECHE MUNICIPAL,237292,35237292,JARDIM CAMPOS,VILA CURUCA,8151710,RUA,RUA ILHA DE MARUI,32
sao paulo,CEI DIRET PARADA XV DE NOVEMBRO,parada xv de novembro,MUNICIPAL,PARADA XV DE NOVEMBRO CRECHE MUNICIPAL,237413,35237413,PARADA XV DE NOVEMBRO,ITAQUERA,8246100,RUA,IBIAJARA,111
sao paulo,EMEI 9 DE JULHO,9 de julho,MUNICIPAL,9 DE JULHO EMEI,95588,35095588,BARRO BRANCO (ZONA NORTE),TUCURUVI,2345000,RUA,MARTIRES ARMENIOS,934
sao paulo,EMEI MARIA VITORIA DA CUNHA PROFA,maria vitoria da cunha profa,,,,,,,,,,
sao paulo,EMEI CATULO DA PAIXAO CEARENSE,catulo da paixao cearense,MUNICIPAL,CATULO DA PAIXAO CEARENSE EMEI,83975,35083975,PARQUE IPE,CAMPO LIMPO,5762120,RUA,JOAO DA CUNHA VASCONCELOS,116
sao paulo,EMEF JOAQUIM BENTO ALVES DE LIMA NETO,joaquim bento alves de lima neto,MUNICIPAL,JOAQUIM BENTO ALVES DE LIMA NETO EMEF,54276,35054276,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,GRAJAU,4840460,RUA,RUA SAO JOSE DO RIO PRETO,17
sao paulo,EMEF JARDIM SILVA TELES,jardim silva teles,,,,,,,,,,
sao paulo,EMEF JACKSON DE FIGUEIREDO,jackson de figueiredo,MUNICIPAL,JACKSON DE FIGUEIREDO EMEF,54380,35054380,VILA GOMES CARDIM,TATUAPE,3310000,RUA,RUA ITAPURA,210
sao paulo,CEI DIRET MARIELCIA FLORENCIO DE MORAIS PROFA,marielcia florencio de morais profa,,,,,,,,,,
sao paulo,CEI DIRET JARDIM VERONIA,jardim veronia,MUNICIPAL,JARDIM VERONIA CRECHE MUNICIPAL,237875,35237875,JARDIM VERONIA,ERMELINO MATARAZZO,3816100,RUA,RITA DE SOUZA,30
sao paulo,CEI DIRET VILA SALETE,vila salete,MUNICIPAL,VILA SALETE CRECHE MUNICIPAL,237693,35237693,VILA MARIETA,PENHA,3617190,TRAVESSA,TRAVESSA COATOMIRIM,SN
sao paulo,EMEI VICENTE PAULO DA SILVA,vicente paulo da silva,MUNICIPAL,VICENTE PAULO DA SILVA EMEI,98361,35098361,VILA DOS ANDRADES,CACHOEIRINHA,2610010,RUA,RUA MENDONCA JR,80
sao paulo,CEU EMEI INACIO MONTEIRO,inacio monteiro,MUNICIPAL,INACIO MONTEIRO CEU EMEI,57484,35057484,CONJUNTO HABITACIONAL INACIO MONTEIRO,CIDADE TIRADENTES,8472725,RUA,JOAQUIM DO AMPARO BARAO,SN
guarulhos,EPG - EPG DORCELINA DE OLIVEIRA FOLADOR,epg - epg dorcelina de oliveira folador,,,,,,,,,,
guarulhos,EPG - EPG JOSAFA TITO FIGUEIREDO,epg - epg josafa tito figueiredo,,,,,,,,,,
guarulhos,EPG - EPG MILTON LUIZ ZILLER PROFESSOR,epg - epg milton luiz ziller professor,,,,,,,,,,
guarulhos,EPG - EPG ZUMBI DOS PALMARES,epg - epg zumbi dos palmares,,,,,,,,,,
sao paulo,CEI DIRET TEOTONIO VILELA,teotonio vilela,MUNICIPAL,TEOTONIO VILELA CRECHE MUNICIPAL,239525,35239525,CONJUNTO HABITACIONAL TEOTONIO VILELA,SAPOPEMBA,3928240,AVENIDA,VILANOVA ARTIGAS ARQUITETO,780
sao paulo,CEI DIRET VILA MARILENA,vila marilena,,,,,,,,,,
sao paulo,CEU CEI BUTANTA,butanta,MUNICIPAL,BUTANTA CEU CEI,57034,35057034,JARDIM ESMERALDA,RIO PEQUENO,5564000,AVENIDA,HEITOR ANTONIO EIRAS GARCIA ENGENHEIRO,1870
sao paulo,CEI DIRET GUILHERME HENRIQUE PINTO COELHO,guilherme henrique pinto coelho,,,,,,,,,,
sao paulo,EMEI LOURENCO FILHO PROF,lourenco filho prof,MUNICIPAL,LOURENCO FILHO PROF EMEI,52620,35052620,VILA MARIA BAIXA,VILA MARIA,2118001,RUA,LUIS FELIPE DE ORLEANS DOM,1062
sao paulo,EMEI LUCILIA DE ANDRADE FERREIRA PROFA,lucilia de andrade ferreira profa,MUNICIPAL,LUCILIA DE ANDRADE FERREIRA PROFA EMEI,207846,35207846,CONJUNTO HABITACIONAL CASTRO ALVES,CIDADE TIRADENTES,8475080,RUA,RUA CACHOEIRA TRIUNFO,55
sao paulo,CEU EMEI CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR,carlos olivaldo de souza lopes muniz dr,MUNICIPAL,CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR EMEI,74664,35074664,JARDIM SAO CARLOS (ZONA LESTE),VILA JACUI,8062590,RUA,RUA CLAREAR,141
sao paulo,EMEI ALUISIO DE ALMEIDA,aluisio de almeida,MUNICIPAL,ALUISIO DE ALMEIDA EMEI,84359,35084359,JARDIM LUCIA,RAPOSO TAVARES,5545080,RUA,RUA JOSE XAVIER GUIMARAES,12
sao paulo,EMEF JARDIM DAMASCENO I,jardim damasceno i,MUNICIPAL,JARDIM DAMASCENO I EMEF,354685,35354685,VILA SOUZA,BRASILANDIA,2860001,AVENIDA,CANTIDIO SAMPAIO DEPUTADO,4798
sao paulo,EMEF LILIANE VERZINI SILVA PROFA,liliane verzini silva profa,,,,,,,,,,
sao paulo,EMEF SYLVIA MARTIN PIRES PROFA,sylvia martin pires profa,,,,,,,,,,
sao paulo,EMEI AMACIO MAZZAROPI,amacio mazzaropi,MUNICIPAL,AMACIO MAZZAROPI EMEI,92733,35092733,CONJUNTO HABITACIONAL INACIO MONTEIRO,GUAIANASES,8472070,RUA,ARROIO PORANDUBA,55
sao paulo,EMEI PATRICIA GALVAO,patricia galvao,MUNICIPAL,PATRICIA GALVAO EMEI,51743,35051743,CONSOLACAO,CONSOLACAO,1303030,RUA,JOAO GUIMARAES ROSA,135
sao paulo,CEI DIRET PEDRO BRASIL BANDECCHI VER,pedro brasil bandecchi ver,,,,,,,,,,
sao paulo,CEU CEI ALVARENGA,alvarenga,MUNICIPAL,ALVARENGA CEU CEI,56704,35056704,BALNEARIO SAO FRANCISCO,PEDREIRA,4474340,ESTRADA,ALVARENGA,SN
sao paulo,CEI DIRET PARQUE SANTO ANTONIO,parque santo antonio,MUNICIPAL,PARQUE SANTO ANTONIO EMEI,574934,35574934,CHACARA SANTANA,CAMPO LIMPO,5821140,RUA,RINALDO DE HANDEL,SN
sao paulo,CEI DIRET JARDIM TRES CORACOES,jardim tres coracoes,MUNICIPAL,JARDIM TRES CORACOES CRECHE MUNICIPAL,239367,35239367,JARDIM MYRNA,GRAJAU,4856080,AVENIDA,ESTRADA MUNICIPAL,65
sao paulo,EMEI MARIO GRACIOTTI,mario graciotti,MUNICIPAL,MARIO GRACIOTTI EMEI,52139,35052139,VILA BUENOS AIRES,CANGAIBA,3736000,RUA,RUA ENTRE RIOS,160
sao paulo,EMEI CLYCIE MENDES CARNEIRO,clycie mendes carneiro,MUNICIPAL,CLYCIE MENDES CARNEIRO EMEI,95710,35095710,JARDIM ESTER YOLANDA,RIO PEQUENO,5374070,RUA,RUA JOAQUINA DA LAPA,210
sao paulo,EMEI LUIS BIRAGHI MONSENHOR,luis biraghi monsenhor,MUNICIPAL,LUIS BIRAGHI MONSENHOR EMEI,271135,35271135,JARDIM NOSSA SENHORA DO CARMO,PARQUE DO CARMO,8270480,RUA,JOAQUIM FERREIRA DE OLIVEIRA,50
sao paulo,EMEI ZILDA DE FRANCESCHI PROFA,zilda de franceschi profa,MUNICIPAL,ZILDA DE FRANCESCHI PROFA EMEI,52577,35052577,VILA MADALENA,PINHEIROS,5435030,RUA,RUA PURPURINA,290
sao paulo,EMEF EDGARD CARONE,edgard carone,MUNICIPAL,EDGARD CARONE EMEF,275013,35275013,JARDIM BRITANIA,ANHANGUERA,5269060,RUA,RUA ELISA DINA,293 A
sao paulo,EMEI MILTON IMPROTA PROF,milton improta prof,,,,,,,,,,
sao paulo,CEI DIRET ARAUCARIAS,araucarias,MUNICIPAL,ARAUCARIAS CRECHE MUNICIPAL,237401,35237401,CONJUNTO RESIDENCIAL JOSE BONIFACIO,JOSE BONIFACIO,8255040,RUA,RUA ALBERTO FINK,SN
sao paulo,EMEI ALICE FEITOSA DA,alice feitosa da,,,,,,,,,,
sao paulo,EMEF LUIZ DAVID SOBRINHO PROF,luiz david sobrinho prof,,,,,,,,,,
sao paulo,CIEJA CLOVIS CAITANO MIQUELAZZO - IPIRANGA,cieja clovis caitano miquelazzo - ipiranga,,,,,,,,,,
sao paulo,EMEF FRANCISCO DA SILVEIRA BUENO PROF,francisco da silveira bueno prof,MUNICIPAL,FRANCISCO DA SILVEIRA BUENO PROF EMEF,76144,35076144,VILA SAO NICOLAU,SAO LUCAS,3254330,RUA,IGARAPE FLORES,19
sao paulo,CEI DIRET JARDIM SAO LUIZ I,jardim sao luiz i,MUNICIPAL,JARDIM SAO LUIZ I CRECHE MUNICIPAL,239136,35239136,CONJUNTO PROMORAR SAO LUIS,JARDIM SAO LUIS,5846100,RUA,ROBERTO PATRAO ASSIS ARQUITETO,141
sao paulo,CEI DIRET SAMIR RACHID SALIBA,samir rachid saliba,MUNICIPAL,SAMIR RACHID SALIBA CRECHE MUNICIPAL,237942,35237942,VILA GOMES CARDIM,TATUAPE,3318000,RUA,RUA SERRA DE BRAGANCA,990
sao paulo,CEI DIRET ADHEMAR FERREIRA DA SILVA,adhemar ferreira da silva,,,,,,,,,,
sao paulo,EMEI EDU CHAVES AVIADOR,edu chaves aviador,MUNICIPAL,EDU CHAVES AVIADOR EMEI,52498,35052498,PARQUE EDU CHAVES,JACANA,2229001,AVENIDA,EDU CHAVES,1561
sao paulo,EMEI DINAH SILVEIRA DE QUEIROZ,dinah silveira de queiroz,MUNICIPAL,DINAH SILVEIRA DE QUEIROZ EMEI,95761,35095761,GUARAPIRANGA,JARDIM SAO LUIS,4911030,RUA,SEBASTIAO SENRET,137
sao paulo,EMEI AURELIO BUARQUE DE HOLANDA FERREIRA,aurelio buarque de holanda ferreira,MUNICIPAL,AURELIO BUARQUE DE HOLANDA FERREIRA EMEI,66312,35066312,JARDIM SAO BERNARDO,GRAJAU,4844590,RUA,ARMANDO FAJARDO DOUTOR,400
sao paulo,EMEI MANUEL BANDEIRA,manuel bandeira,ESTADUAL - SE,MANUEL BANDEIRA,36959,35036959,VILA PERUS,PERUS,5208000,RUA,JULIO CESAR LEAL,15
sao paulo,EMEI MANUEL BANDEIRA,manuel bandeira,MUNICIPAL,MANUEL BANDEIRA EMEI,92605,35092605,JARDIM MONTE ALEGRE (ZONA NORTE),FREGUESIA DO O,2811020,RUA,ANTONIO GENELE,151
tupa,VARPA CMEI,varpa cmei,,,,,,,,,,
sao paulo,EMEF PAULO DUARTE,paulo duarte,MUNICIPAL,PAULO DUARTE EMEF,91352,35091352,JARDIM SAPOPEMBA,SAPOPEMBA,3928240,AVENIDA,AVENIDA VILA NOVA ARTIGAS ARQ,583
sao paulo,EMEF JOAQUIM NABUCO,joaquim nabuco,ESTADUAL - SE,JOAQUIM NABUCO,541,35000541,VILA CELESTE,LIMAO,2543000,RUA,RUA JOAQUIM AFONSO DE SOUZA,355
sao paulo,EMEF JOAQUIM NABUCO,joaquim nabuco,MUNICIPAL,JOAQUIM NABUCO EMEF,54136,35054136,JARDIM MARIA ESTELA,SACOMA,4181050,PRACA,WADIH SAFADY,10
sao paulo,CEI DIRET JARDIM GUAIRACA,jardim guairaca,MUNICIPAL,JARDIM GUAIRACA CRECHE MUNICIPAL,239598,35239598,JARDIM GUAIRACA,SAO LUCAS,3244090,RUA,RUA JACITARA TIPITI,217-A
sao paulo,CEI DIRET VILA BRASILANDIA,vila brasilandia,MUNICIPAL,VILA BRASILANDIA CRECHE MUNICIPAL,237985,35237985,VILA JOAO BATISTA,BRASILANDIA,2837000,RUA,RUA DOMINGOS VEGA,500
sao paulo,EMEI ODILEA BOTTA DE MATTOS PROFA,odilea botta de mattos profa,,,,,,,,,,
sao paulo,EMEF PERIMETRAL,perimetral,MUNICIPAL,PERIMETRAL EMEF,446865,35446865,JARDIM PARQUE MORUMBI,VILA ANDRADE,5712080,RUA,JOSE PEDRO DE CARVALHO LIMA,150
sao paulo,EMEF MARIO LAGO,mario lago,MUNICIPAL,MARIO LAGO EMEF,271073,35271073,VILA BRASILANDIA,JARAGUA,2820090,RUA,DOURADA,SN
sao paulo,CEI DIRET JARDIM ADUTORA,jardim adutora,MUNICIPAL,JARDIM ADUTORA CRECHE MUNICIPAL,239501,35239501,JARDIM ADUTORA,SAPOPEMBA,3978230,RUA,RUA ANTONIO VILARES,187
sao paulo,CEU CEI RUBEM ALVES,rubem alves,,,,,,,,,,
sao paulo,CEI DIRET YVONE MALUHY JOSEPF SABGA,yvone maluhy josepf sabga,,,,,,,,,,
sao paulo,CEI DIRET CORYNTHO BALDOINO DA COSTA FILHO VER,coryntho baldoino da costa filho ver,,,,,,,,,,
sao paulo,CEI DIRET JARDIM SANTA MARIA,jardim santa maria,MUNICIPAL,JARDIM SANTA MARIA CRECHE MUNICIPAL,237395,35237395,JARDIM SANTA MARIA,CIDADE LIDER,3574110,RUA,RUA EMBIU,256
sao paulo,CEI DIRET JARDIM RODOLFO PIRANI,jardim rodolfo pirani,MUNICIPAL,JARDIM RODOLFO PIRANI CRECHE MUNICIPAL,236895,35236895,JARDIM R PIRANI,SAO RAFAEL,8395320,RUA,RUA CINIRA POLONIA,20
sao paulo,CEI DIRET DURVAL MIOLA PROF,durval miola prof,MUNICIPAL,DURVAL MIOLA PROF CRECHE MUNICIPAL,237140,35237140,DO LIMOEIRO,VILA JACUI,8051560,RUA,RUA PDE ORLANDO NOGUEIRA,235
sao paulo,CEI DIRET JARDIM MARIA ALICE,jardim maria alice,MUNICIPAL,JARDIM MARIA ALICE CRECHE MUNICIPAL,239033,35239033,JARDIM COIMBRA,JARDIM ANGELA,4932390,RUA,FELICE GIARDINI,350
sao paulo,EMEI RAUL JOVIANO DO AMARAL,raul joviano do amaral,MUNICIPAL,RAUL JOVIANO DO AMARAL EMEI,98553,35098553,JARDIM RUBILENE,PEDREIRA,4475380,RUA,VALENTINO FIORAVANTI,128
sao paulo,EMEI JAGUARE,jaguare,MUNICIPAL,JAGUARE CEU CEI,397453,35397453,JAGUARE,JAGUARE,5347010,AVENIDA,KENKITI SIMOMOTO,SN
sao paulo,EMEI JARDIM MONTE BELO,jardim monte belo,MUNICIPAL,JARDIM MONTE BELO EMEF,271020,35271020,JARDIM MONTE BELO,ANHANGUERA,5272005,RUA,PALMEIROPOLIS,SN
sao paulo,EMEI ARACY DE ALMEIDA,aracy de almeida,MUNICIPAL,ARACY DE ALMEIDA EMEI,95692,35095692,JARDIM COMERCIAL,CAPAO REDONDO,5885370,RUA,WALDEMAR ORTEGA,650
sao paulo,EMEF GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO PROF,gabriel sylvestre teixeira de carvalho prof,,,,,,,,,,
atibaia,CATARINA MARIA DOS REIS EMEFR,catarina maria dos reis emefr,,,,,,,,,,
atibaia,MARIA REGINA ALFONSI QUINTANILHA EM,maria regina alfonsi quintanilha em,,,,,,,,,,
piracaia,CRAVORANA BAIRRO EMEF R,cravorana bairro emef r,,,,,,,,,,
bebedouro,EMEI PROFA DULCINEA DE ROSIS BUSSE,emei profa dulcinea de rosis busse,,,,,,,,,,
piracicaba,SANTA ROSA ESCOLA MUNICIPAL DE EDUCACAO COMPLEMENTAR,santa rosa escola municipal de educacao complementar,,,,,,,,,,
bertioga,NUCLEO DE EDUCACAO INFANTIL MUNICIPAL PROFESSOR AMILTON JOSE,nucleo de educacao infantil municipal professor amilton jose,,,,,,,,,,
sao jose do rio pardo,CARITAS ESCOLA DE EDUCACAO ESPECIAL,caritas escola de educacao especial,,,,,,,,,,
moji mirim,MARIA ROTTOLI MANSUR PROFA CEMPI,maria rottoli mansur profa cempi,,,,,,,,,,
moji mirim,MARIA BUENO AMOEDO CAMPOS CEMPI,maria bueno amoedo campos cempi,,,,,,,,,,
timburi,GILDA ZANFORLIN DOS REIS THOSI PROFESSORA EMEF,gilda zanforlin dos reis thosi professora emef,,,,,,,,,,
moji mirim,CELY ABREU S AMOEDO CAMPOS CEMPI,cely abreu s amoedo campos cempi,,,,,,,,,,
atibaia,BAIRRO DE GUAXINDUVA EMEII,bairro de guaxinduva emeii,,,,,,,,,,
rio claro,ESCOLA MUNICIPAL DO JARDIM ESMERALDA,escola municipal do jardim esmeralda,,,,,,,,,,
ribeirao preto,AURELIO PACAGNELLA- CENTRO DE EDUCACAO INFANTIL,aurelio pacagnella- centro de educacao infantil,,,,,,,,,,
ribeirao preto,ALFEU LUIZ GASPARINI PROFESSOR EMEFEM,alfeu luiz gasparini professor emefem,,,,,,,,,,
rio claro,MARCELLO SCHMIDT ESCOLA MUNICIPAL,marcello schmidt escola municipal,,,,,,,,,,
guarulhos,EPG - EPG MANOEL DE PAIVA PADRE,epg - epg manoel de paiva padre,,,,,,,,,,
guarulhos,EPG - EPG DALVA MARINA RONCHI MINGOSSI PROFESSORA,epg - epg dalva marina ronchi mingossi professora,,,,,,,,,,
guarulhos,EPG - EPG IONE GONCALVES DE OLIVEIRA DE CONTI PROFESSORA,epg - epg ione goncalves de oliveira de conti professora,,,,,,,,,,
guarulhos,ESCOLA MUNICIPAL PARQUE ALVORADA,escola municipal parque alvorada,,,,,,,,,,
guarulhos,EPG - EPG CANDIDO PORTINARI,epg - epg candido portinari,,,,,,,,,,
guarulhos,EPG - EPG DJANIRA DA MOTA E SILVA,epg - epg djanira da mota e silva,,,,,,,,,,
eldorado,VILA NOVA ESPERANCA CRECHE MUNICIPAL DA,vila nova esperanca creche municipal da,,,,,,,,,,
guarulhos,EPG - EPG GABRIEL JOSE ANTONIO CAPITAO,epg - epg gabriel jose antonio capitao,,,,,,,,,,
sao roque,EMEIF PAULINO PEREIRA FIGUEIREIDO,emeif paulino pereira figueireido,,,,,,,,,,
guarulhos,EPG - EPG SVAA EVANS VEREADOR,epg - epg svaa evans vereador,,,,,,,,,,
guarulhos,EPG - EPG CLEMENTINA DE JESUS,epg - epg clementina de jesus,,,,,,,,,,
guarulhos,EPG - EPG TARSILA DO AMARAL,epg - epg tarsila do amaral,,,,,,,,,,
guarulhos,EPG - EPG LUIZA DO NASCIMENTO OTERO,epg - epg luiza do nascimento otero,,,,,,,,,,
guarulhos,EPG - EPG EUGENIO CELESTE FILHO,epg - epg eugenio celeste filho,,,,,,,,,,
